"location","status_id","created_at","text"
"Hartford, Connecticut","1117085657355124736",2019-04-13 15:22:29,"Tax Day deals: Save some cash at these Connecticut restaurants
 https://t.co/rL2afx7AhA https://t.co/j7NRw7K4Yb"
"Hartford, Connecticut","1117129140078022662",2019-04-13 18:15:16,"Op-ed: The 50-plus population in Connecticut contributes about half of the state’s GDP, and provide about half of our state and local tax revenues.  They need adequate work https://t.co/gDHH9faZmc"
"Denver, Colorado","1117129103453372416",2019-04-13 18:15:08,"60 Top Corporations Paid $0 Federal Taxes Under Trump Tax Law | HuffPost https://t.co/ZKbgmwHCDR"
"Denver, Colorado","1117094437174173697",2019-04-13 15:57:23,"House Democrats have given the Trump administration a new deadline for handing over the president's tax returns, three days after it missed the initial deadline. https://t.co/JRgDVKhPR0 via @HuffPostPol"
"Denver, Colorado","1117085477780246535",2019-04-13 15:21:47,"Democrats Warn Trump Administration On President's Tax Returns | HuffPost https://t.co/EKIXtRWshW"
" <U+0001F1E8><U+0001F1E6> CANADA","1117129100936630272",2019-04-13 18:15:07,"House Democrats give IRS hard deadline of April 23 to turn over Trump tax returns, say administration’s concerns ‘… https://t.co/kQRcW4CEPn"
"Florida, USA","1117129100672610304",2019-04-13 18:15:07,"The #YellowVest protests in France are continuing. Despite Macron's concession of the gas tax and a raise in minimum wage, the protesters are still coming out in large numbers. They want more tax cuts. #GiletsJaunes
https://t.co/WquEPmrNOs"
"Kosciusko, Mississippi","1117106299827830789",2019-04-13 16:44:31,"Income Tax Weekend.  We've got a deduction you're gonna love. 

10% OFF ANY WATCH. Use #CouponCode XTRA during checkout https://t.co/FcekuO3r8B

Here are Hashtags we are exploiting just to get more views. Enjoy ;) #TaxDeduction #IncomeTax #April15"
"Kosciusko, Mississippi","1117129096914526209",2019-04-13 18:15:06,"Extra Deduction for Income Tax Weekend! 10% OFF EVERY WATCH or watchband this weekend only ----&gt;&gt;&gt;&gt; https://t.co/FcekuO3r8B https://t.co/JqB7z1g1sE"
"Portola Valley, CA","1117129087611490306",2019-04-13 18:15:04,"#writingprompts #IncomeTax April 15th is tax day. How do you feel about paying taxes? Share your tax #stories forward. #ThinkBackShareForward 
https://t.co/lCFJioY7Hm"
"United States","1117129083278770179",2019-04-13 18:15:03,"#HomeBizTip: Become familiar with applicable tax laws.<U+2705> <U+2705> https://t.co/n9Z5VfrWg3"
"Washington, DC","1117129080749658112",2019-04-13 18:15:02,"Americans see that the Trump tax cuts didn’t help them. The GOP does not have a plan to help working and middle class families. https://t.co/fyb1T6NPil"
"Tucson, AZ","1117129079852032001",2019-04-13 18:15:02,"Watching Your Wallet: Experts give advice on reining in your tax refund &gt;&gt; https://t.co/rHwUktg9rG https://t.co/rRQ0hWsFvs"
"Barrie ON","1117129070645399552",2019-04-13 18:15:00,"5 common errors entrepreneurs make at tax time and how to avoid them - interesting article from the Canadian Real Estate Association https://t.co/qJkcSVbK72"
"Ohio, USA","1117129067160059904",2019-04-13 18:14:59,"@OANN If at first you can’t succeed with collusion, try anything you can, even if it is an illegal invasion of privacy and tax codes."
"New York","1117128999392763904",2019-04-13 18:14:43,"It was a busy day for @KeytotheCityNY with free legal clinic, tax prep assistance, and community orgs providing on-site services! Many thanks to @NYCCouncil @bradlander @ps131K15 @nylag and 15+ orgs for making this possible! #immigrantNY https://t.co/DxONgHqTtY"
"Washington, USA","1117128995265372160",2019-04-13 18:14:42,"@Brian_Batson @IamChrisPorter You’d hope, but here in WA state where they’re getting a ton in taxes from cannibus industry,  they have no clue how to manage tax dollars recd and just continue to find ways to need to tax us more."
"Orlando","1117128976105914370",2019-04-13 18:14:37,"I believe If you make less than 50k you should pay zero in taxes! Simple we only Tax those who have the money <U+0001F4B0> 
#trickleup 
#WeBB2020"
"New York, USA","1117128967700525056",2019-04-13 18:14:35,"@disco_socialist He did follow up the wealth thing by saying that if he believes in a progressive tax code and that he and anyone else who makes a lot of money should pay their fair share of taxes.

Saying anything nice about W, fuck."
"Pennsylvania","1117128960259821568",2019-04-13 18:14:34,"@realDonaldTrump Oh and it isn't Hillary that is running this country right into another recession because you are terrible with money and knowing how to govern! You haven't done one good thing yet. Your tax change only helped the very rich and hurt everyone else because you lied to everyone!"
"Tampa","1117128958452084736",2019-04-13 18:14:33,"And they'll keep giving more time. Trumpy's taxes and Mueller's report will never be seen because Dems dont have the balls. &gt;House Democrats give IRS hard deadline of April 23 to turn over Trump tax returns, say administration’s concerns ‘lack merit’ https://t.co/mGhmoY5qUw"
"Arizona, USA","1117128956266844163",2019-04-13 18:14:33,"Guess who procrastinated their taxes til 2 days before tax day <U+0001F602><U+0001F602>"
"San Diego, CA","1117128950881218560",2019-04-13 18:14:31,"@sueboo69 My point was, We all try to get ahead.  It's in our dna?

But.  The current climate in the US with the tax codes so convoluted is a GD mess and leads to outsourcing and tax avoidance which helps NO ONE in this country

Those corporations forget that the money they make is from us"
"San Diego, CA","1117121563680108545",2019-04-13 17:45:10,"@sueboo69 I did see a lot of logic in Cook's thought

It's not more patriotic to pay more tax to the govt.

Nope, it's not.  Its idiotic.

If you think its more patriotic, pay double next time for your Latte.  It shows your dedication to the company, right?

Pshaw.

Speak Truth To Power."
"Minneapolis, MN","1117128934158675968",2019-04-13 18:14:27,"@StarTribune They also tax unemployment benefits!"
"Boston, MA","1117128928294993921",2019-04-13 18:14:26,"Big increase in daily out-of-pocket healthcare spending in week after tax refunds arrive suggests people may delay healthcare until they get their refunds https://t.co/OFJZKuC4m2 @Bloomberg https://t.co/uUTalsi1F8"
"Santa Fe, NM","1117128927225372672",2019-04-13 18:14:26,"@realDonaldTrump I thought Müller made us money from Manifort’s forfeiture? We’re bound to make a lot more if you filed false tax returns."
"USA","1117128915179462663",2019-04-13 18:14:23,"THE GREEDY  DUMB CROOK AND LIAR Donald J. Trump IS PLAYING GOLF WASTING TAX PAYERS MONEY  WHILE HE INSISTS THERE IS A CRISIS AT THE BORDER

BREAKING: Video of Trump golfing right now at his DC golf club. Trump took... https://t.co/sz6URn20kk"
"California, USA","1117128865673957376",2019-04-13 18:14:11,"@tribelaw @stevenmnuchin1 Well maybe we all should set our withholding as low as possible.  Could that be a form of economic protest?  No tax withholding for a year from 65 million people could be a statement."
"Indiana, USA","1117128859902783493",2019-04-13 18:14:10,"TAX tRUMP BOOM!!! <U+0001F603> https://t.co/5otNsuGrzo"
"Atlanta","1117128851316969473",2019-04-13 18:14:08,"making this public: I will give @IsClaireAnAries my tax return if she offers the Infowars lady at the event she's bartending a ricola"
"Washington, DC","1117128797025972225",2019-04-13 18:13:55,"High #debt loads, financial transparency policies and trade tensions are key focuses of the #IMFmeetings. We need policies that can cut unsustainable debt, curb tax evasion, avoidance and corruption to raise revenue and build a trade regime that protects workers and the poor."
"USA","1117128781636882432",2019-04-13 18:13:51,"Heres a thought: lets have different tax rates for democrats. If they want to pay more to fund these newcomers,  let them. Lets see how many voluntarily sign up."
"Minnesota, USA","1117128774888361985",2019-04-13 18:13:49,"Who else got a big surprise when filing taxes this year thanks to the trump tax bill. Well I’m having to give a huge portion of our family income to the wealthy. Guess we wont contribute to the gop this yr #realDonaldTrump"
"Atlanta, GA","1117128774133456898",2019-04-13 18:13:49,"Spent my whole ass tax return on records, felt kinda good"
"United States","1117128761944805377",2019-04-13 18:13:46,"@VendorPower @e_goico @ManhattanInst @michael_hendrix @NYDailyNews Let me go talk to my landlord as your landlord the tax payers give you a free ride. selling the same items we sell in front of the stores that pay rent and follow the rules and regulations is not fair! I am not against the vendors but sell where there aren’t any stores!!!!"
"Wisconsin, USA","1117128737831649280",2019-04-13 18:13:41,"@GovEvers You'll need to raise wages to collect more tax money to pay for your spending. I thought  a Governor governs not gives it away."
"Denton, Texas.","1117128735017328646",2019-04-13 18:13:40,"Trump: Am I being audited because I'm a Christian? https://t.co/RFOQta57Bk via @usatoday"
"Denton, Texas.","1117063239978889216",2019-04-13 13:53:25,"Trump must release his tax returns or be barred from state’s 2020 election ballot, Illinois senate votes | The Independent https://t.co/UijeNE0lnv"
"United States","1117095457988186113",2019-04-13 16:01:26,"@TheDarklander @Jc888J @PepperOceanna @1CathySutter @BernieSanders Those countries have very high tax rates and long wait times to see a specialist.
As I said before Obamacare US health insurance premiums were $7,800 with a $500 after Obamacare it jumped up to $10,800 with a $5,000 deductible. With Medicare for All rates will be even higher."
"United States","1117128723059310592",2019-04-13 18:13:37,"@TheDarklander @Jc888J @PepperOceanna @1CathySutter @BernieSanders I wouldn’t call Obamacare with a $5000 deductible affordable neither would I call Bernie’s Medicare for All with all the tax increases that will come eith it affordable."
"Southern California","1117125911902449666",2019-04-13 18:02:27,"""Jenny Beth Martin: Trump is right to withhold his tax returns from Democrats""

Bull Fucking Shit

Jenny Beth Martin has been fighting the IRS ever since her ORG was slammed for not really being tax exempt.

Ever since the @GOP LIED about their ""tax exempt"" Organizations."
"Southern California","1117128713756262400",2019-04-13 18:13:35,"""The vast majority of American tax filers, more than 65%, will see their overall tax burden decrease by at least $100 according to the congressional Joint Committee on Taxation""

ALL such reports IGNORE what @realDonaldTrump is doing to the cost of living.

TRUMP REVERSAL is REAL"
"Fishkill, New York","1117128696366882817",2019-04-13 18:13:31,"Surely, no alone, just two of us, lifelong careers, now retired fairly comfortable w/ social security, savings, yet this year for first time in 5 years, we PAY many thousands for tax cuts Trump rewarded to himself, friends. Tight month may have to help our grown kids. https://t.co/MzHZKWG4aN"
"Oregon, USA","1117128668130627584",2019-04-13 18:13:24,"@OregonGovBrown new tax on public employee benefits landed with bi-partisan thud in #orleg hearing yesterday. Zero support, questions, sign of interest from a single committee member. Meanwhile, @ShemiaFagan ,@Rachel_Prusak @alonsoleon4HD22 and others standing up 4 #NoCutstoPERS https://t.co/Zpk77K35FE"
"Columbus, OH","1117128636803448837",2019-04-13 18:13:16,"The @Ohio_OBM March Report is posted! #Ohio revenues exceeded estimate by $66M (4.7%). FY-to-date tax revenues are $137M (0.8%) over estimate and $542.9M above totals through the same period last FY. #OHBudget  https://t.co/slXG9yTRDD https://t.co/xHp6NVKA1K"
"Temecula, CA","1117128636186988549",2019-04-13 18:13:16,"Need to Know: How you can use your tax refund to boost your credit score  https://t.co/SbG7SqrBNk"
"Pittsburgh, PA","1117128610840813569",2019-04-13 18:13:10,"@TonyDun17127085 @JohnFetterman There is only a 5% tax on medical MJ. It’s not the fault of PA, insurance will not cover any part of medical MJ. insurance companies will not cover it because it is not legal federally. Pay out of pocket for prescription drugs you would know the cost of them, they are insane, too"
"Canada","1117128606822481922",2019-04-13 18:13:09,"How about seeing the tax returns of Congress too? I mean if this is all for openness and transparency and not some political clout to garnish political points? https://t.co/A2CiIDaspB"
"Seattle, WA","1117128587512041472",2019-04-13 18:13:05,"Other states are acting also. Washington States SB 5078 by Sen. Patty Kuderer  has passed the Senate and is stuck in House Rules. Please urge your Representatives to pull this bill form Rules... https://t.co/EgdXvgkrUa"
"Seattle, WA","1117126552976629760",2019-04-13 18:05:00,"@senpattykuderer SB 5078 stuck in WA House Rules.@WAHouseDems Leadership please pull this bill. WA can be a leader in requiring release of tax returns to be on the ballot. WA voters support this. #WALeg Other states are also pushing this. https://t.co/mza87Qaexe"
"Seattle, WA","1117115071354691585",2019-04-13 17:19:22,"@WAHouseDems @WASenDemocrats How about passing @senpattykuderer SB 5078 to require Presidential candidates to release tax returns to be on Washington State's ballot? Why is @WAHouseDems leadership not pulling this bill from Rules for a floor vote? #waleg @GovInslee supports this bill. Show leadership!"
"Hollywood, CA","1117122946848268288",2019-04-13 17:50:40,"Check out my latest article: Private VIP Tour With Jean-Esdrace Charles: $349 Plus Tax Per Person https://t.co/oeUq4mO4xK via @LinkedIn"
"Hollywood, CA","1117128578162839552",2019-04-13 18:13:02,"Book a Sightseeing VIP tour hosted by ""Jean-Esdrace Charles"" personally: $349 plus tax per person. Click the link to fill form. https://t.co/D9EBtgiD6m"
"San Francisco, CA","1117128567731695616",2019-04-13 18:13:00,"TAX DAY EXCLUSIVE!

Enjoy $10 Off a Year of Creativity!

Bluprint is putting the ""fun"" back in ""tax refund"" with $10 off a year of steaming creative classes, plus 12 FREE classes you can own forever. Tax Day just got better—cash in on your refund and save!
https://t.co/YXewYV9VME https://t.co/sb9DzB239N"
"Canada","1117094065294589952",2019-04-13 15:55:54,"@allan_crawshaw And tax payers were on the hook to clean up THEIR mess! Thanks @christyclarkbc and @bcliberals!"
"Canada","1117124734712344577",2019-04-13 17:57:46,"@funder @jenclark95624 “...and this is what I think of the American tax payer!” https://t.co/gzM14wNGqp"
"Canada","1117128541521399808",2019-04-13 18:12:54,"@PattyHajdu Conservatism: making the rich richer one tax cut at a time! https://t.co/J2pXiQd13j"
"California, USA","1117116307776794625",2019-04-13 17:24:17,"@Aussou1 @DeanObeidallah @realDonaldTrump What is so horrible that the left does?  We want better education, better healthcare, better wages, better lives for the middle class. Doesn’t seem like a cancer.

The right? Wants to take away education, eliminate health care, lower wages bc “trickle down”, and tax cuts to rich. https://t.co/djafiWoV1l"
"California, USA","1117128526518349824",2019-04-13 18:12:50,"@B_Saucier @Aussou1 @DeanObeidallah @realDonaldTrump Hahaha. Yeah because socialism for the rich is ok, taking away rights of women, no one wants open borders <U+0001F926><U+0001F3FC><U+200D><U+2640><U+FE0F>, tax increases for the rich, decrease for poor/middle class, ICE is honestly unnecessary, we have better ways of doing what ICE does, voter ID is racist garbage. https://t.co/Lo6HMXVBkp"
"West Hollywood","1117128027983376385",2019-04-13 18:10:51,"House Democrats set new April deadline for Trump’s tax returns, teeing up showdown with IRS - Reuters https://t.co/mdy6Vg7Zzr"
"West Hollywood","1117128487268040704",2019-04-13 18:12:41,"Here's who's winning under Trump's tax law - CNN Politics https://t.co/qZutOb43rt"
"USA","1117128481161138176",2019-04-13 18:12:39,"NY &amp; CA get ready! Tax payers get ready in those states! https://t.co/HzQ19QAJdp"
"New York, NY","1117128477243858946",2019-04-13 18:12:38,"House Democrats give IRS hard deadline of April 23 to turn over Trump tax returns, say administration’s concerns ‘… https://t.co/vNSsejYbGl"
"San Antonio, TX","1117128467257135104",2019-04-13 18:12:36,"LEE is up 4-0.  2 goals in 19 seconds 4 in 14 minutes.  Guess the Volunteers have to rush home so that they can finish their IRS tax returns.  BTW anyone know how to claim a dog as a dependent? #txhssoccer"
"Edmonton, Alberta","1117128458000142336",2019-04-13 18:12:34,"Articles like these serve to confirm that carbon taxes are more about gov revenue than ghg reduction. Simply phasing out coal via legislation would do far more to reduce ghg emissions  for electricity generation than complex tax schemes.

https://t.co/JtRNDk01uR"
"Jersey","1117128449104273408",2019-04-13 18:12:32,"Fucking hate tax season man this why I always wait till the last minute lol"
"Homestead ","1117128433392410624",2019-04-13 18:12:28,"I Fuck Ya Bitch Better When It’s Tax Time <U+0001F60E><U+0001F4AA><U+0001F3FE>"
"Los Angeles, CA","1117128432910000129",2019-04-13 18:12:28,"Oppose that schools tax and you’ll be sorry? Garcetti aide says that’s not what happened https://t.co/PPLXi0Ih6K"
"Dallas, TX","1117128429420281857",2019-04-13 18:12:27,"This might be the first tax year in which I spend more time trying to get my printer to spit out the forms than actually filling them out."
"United States","1117128422105452544",2019-04-13 18:12:25,"NY offers tax breaks for hiring recovering addicts - Addiction/Recovery eBulletin #Addiction #AddictionAide #MentalIllness #RecoveryCenter #DrugAddiction https://t.co/JoThIFO904"
"California, USA","1117084125679120384",2019-04-13 15:16:24,"The hidden tax: Average Americans pay a tax of 74% that they don't know about and isn't in the media. Wake up USA and VOTE BLUE! Why don’t the rich pay this?? trump doesn’t want them to that’s why. trump doesn’t want to pay his fair share. https://t.co/VL4aDanYcj"
"California, USA","1117128415885185024",2019-04-13 18:12:24,"House Democrats set new April deadline for Trump’s tax returns, teeing up showdown with IRS - Reuters. I’m sure they would allow a Democrat to get away with doing this. BS! Turn the damn tax returns over as required by law! https://t.co/RsTvbTRkJm"
"Peoria, IL","1117128404623659010",2019-04-13 18:12:21,"[Your Federal and Illinois Tax Returns have been accepted]
What an epic gamer moment."
"California, USA","1117128394343243776",2019-04-13 18:12:19,"The Internal Rev Code that gives the House Ways &amp; Means Chair the authority to request tax returns of specific individuals was enacted as a result of the Teapot Dome Scandal. Researching that led me to find out more about Wm Harding &amp; this remarkable story of how he treated . . ."
"North Miami Beach, FL","1117128385707302913",2019-04-13 18:12:17,"You know what’ll shut me up? Have Trump give the people his tax papers, and not tweet anything for a week. I have the tape right here(can’t find tape emoji)..."
"United States","1117075096642957313",2019-04-13 14:40:31,"CNN is talking about @realDonaldTrump’s tax returns. They are so out of touch with America."
"United States","1117128380221145089",2019-04-13 18:12:15,"@davidrlurie @realDonaldTrump David, I don’t think @POTUS releasing his tax returns would change your vote."
"Ottawa","1117128373178916864",2019-04-13 18:12:14,"THE EARTH AUTOBOTS' DARK ENERGON TAX IS THE BIGGEST LIE ON EARTH POLITICAL HISTORY. BILL #1 OF A DECEPTICON GOVERNMENT WILL BE THE 'DARK ENERGON TAX REPEAL ACT.': #ABPOLI https://t.co/qrtyi54mwJ"
"Indian Rocks Beach, FL","1117128366317088768",2019-04-13 18:12:12,"@realDonaldTrump The tax payers paid for the Mueller investigation and need to see the full report, not one person’s biased interpretation of it.  Release the Full Mueller Report!"
"Vermont, USA","1117128361443196930",2019-04-13 18:12:11,"@WhiteHouse Is there no end to your lying and self-promotion? Tax cuts went primarily to the wealthy and big corporations. The budget deficit has exploded. The national debt is on the rise. Tax cuts DO NOT ""pay for themselves"". It's going to take decades to undo the damage you've caused."
"New York","1117128350709866496",2019-04-13 18:12:08,"@marcorubio Rubio quotes scripture freely, but his votes defy the Spirit of Christ:
1) REPEAL Healthcare
2) APPROVE Tax Cuts For Billionaires
3) DEPORT D.A.C.A. Dreamers

@robreiner @JerryFalwellJr @Pontifex @SpeakerPelosi @AARPadvocates @AARP @AARPpolicy"
"New York","1117084178594455553",2019-04-13 15:16:37,"Working Families Tax Relief Act UPLIFTS Low Income Americans
- Democrats SUPPORT Relief For Workers
- Republicans OPPOSE Relief For Workers https://t.co/dbjVXZIgbN"
"Thornhill, Ontario","1117128339729342471",2019-04-13 18:12:06,"@mary_ng @JustinTrudeau Share with us your insights into how small business is doing. Have you rooted out all the tax evaders and crushed their hopes for passing their business on to their kids yet?"
"San Antonio, TX","1117128327830089728",2019-04-13 18:12:03,"We need another Wiki leak event on trump’s tax returns and Mueller report."
"Seattle, WA","1117128324789129218",2019-04-13 18:12:02,"@FareedJJohnson @JayDegroot @nytimes Why don't you try studying it. Article I of the Constitution supercedes the Tax Code. The Executive Branch is within it's authority to deny a Congressional request it deems unconstitutional. Dems won't issue a subpoena because they don't want to go to court, and for good reason"
"Tampa Bay, FL","1117128315104423936",2019-04-13 18:12:00,"Aunt Becky and her friends might be facing more charges https://t.co/YkYw3dcrQd"
"San Antonio, TX","1117128309370966017",2019-04-13 18:11:58,"Proposed state sales-tax hike comes with serious problems #txlege https://t.co/YMofZeKi7l"
"los angeles","1117128274503593984",2019-04-13 18:11:50,"@trenoelle When you’re spending tax payers money on half a billion dollar stadiums , it’s more than just basketball"
"San Diego, CA","1117128272658067456",2019-04-13 18:11:50,"@funder I just paid IRS $14,000 so that this dumb f*** is able to vacation on tax payers money<U+0001F621><U+0001F621><U+0001F621>"
"United States","1117128272092049419",2019-04-13 18:11:49,"@CLG_HotshotGG @ham_von_greed @jerrygenre It helps you because you won't be screwed over when your home appreciates. If you make 70k a year and buy a house appropriate to your income then your house goes up in value 10x in value you would  be driven out if your home because you can't afford the 10x tax increase on 70k."
"Texas","1117128260918362113",2019-04-13 18:11:47,"@WhiteHouse Lies. Tax scam was only for the rich people."
"Atlanta, GA","1117128251065950210",2019-04-13 18:11:44,"@ToothpickvicPCB @hollowcore Vic knows his tax suggestions. He blew my mind in February with his filing suggestions."
"United States","1117128235945533441",2019-04-13 18:11:41,"@Brasilmagic This dude will literally say *anything* if he think it advances his case. Tying his refusal show his tax returns to religious freedom is imaginative."
"Los Angeles, CA","1117128234536189952",2019-04-13 18:11:41,"Electric vehicle tax credit could be extended, say lawmakers https://t.co/m6KRsIXESG https://t.co/BDs5BYiRDT"
"Upstate New York","1117128216517455872",2019-04-13 18:11:36,"@awc1920 @MaddowBlog Do you think either of those two would release their tax returns so the gop could find if they ever cheated the government out of 1 penny???
I think not so they can’t push to hard or make too much noise."
"Fort Lauderdale, FL","1117128204265959424",2019-04-13 18:11:33,"@peterbakernyt Barr said Trump wasn’t getting info on contents or report different than the redacted Congressional copy, didn’t he?  Trump now sure seems to have enough info on Mueller Report from Barr to know that he needs to hide it in the same place as his tax returns, SATs, &amp; grades."
"Maryland, USA","1117128202793701378",2019-04-13 18:11:33,"@saadraees @JBKolat @whats_eatin_ya @BernieSanders You have no legal right to see his tax returns."
"San Quintin, BC, Mexico","1117128192328781824",2019-04-13 18:11:30,"@joyce_volkmann @joe69051471 hahaha.  I do a tax thing where I ask for estimates of the income tax: 

1) married couple w/cap gains on $70K 
2) married guy who paints house for profit $70K

How much different is the Federal tax?"
"San Quintin, BC, Mexico","1117102542016540672",2019-04-13 16:29:35,"@joyce_volkmann right.  No tax to you.  Gifts are generally non taxable unless the gifter (giver) exceed the lifetime, estate limit, currently more than $5M.  

Does this make sense?  -smiles-"
"San Quintin, BC, Mexico","1117096981803888641",2019-04-13 16:07:29,"$15,000 for the 2018 tax year. $14,000 for the 2017 tax year.  You can give as a gift to one person, in any given year, without having to pay any gift tax....applies on a per-recipient basis. https://t.co/aHWkkpfIKB"
"San Quintin, BC, Mexico","1117114716319391745",2019-04-13 17:17:58,"@joyce_volkmann @joe69051471 yes, the gift limit rises.  I mean Americans know very little about income tax that doesn't directly apply to them yet have very strong opinions about income taxes."
"Calgary, Alberta","1117111658126512128",2019-04-13 17:05:48,"@youseepeeYYC @LittTai @CBCCalgary @jkenney @AndrewScheer The free market has not provided a solution because successive governments like the Liberals punish successful innovators and entrepreneurs with punitive measures like the Carbon Tax when they should do more to provide an environment where innovation is welcome."
"Calgary, Alberta","1117128187920539648",2019-04-13 18:11:29,"@cathmckenna @LloydLongfield This is the Liberal plan, tax tax tax.  Not that it will actually do anything at all for the environment.  #cashgrab https://t.co/MpzPDzNRy2"
"Calgary, Alberta","1117115775901290496",2019-04-13 17:22:10,"@youseepeeYYC @LittTai @CBCCalgary @jkenney @AndrewScheer Government intervention is inappropriate, especially when it is used as a guise to take even more taxes for their own spending. Notley has already admitted that Carbon Tax revenue will go to general revenue, it has nothing to do with climate. That is why the Carbon Tax is a scam."
"Boston","1117128182933491712",2019-04-13 18:11:28,"Screw letters. Send a subpoena or file suit.

House sends letter to IRS demanding six years of tax records. https://t.co/XU95yybgUJ"
"Virginia, USA","1117128166940794880",2019-04-13 18:11:24,"@realDonaldTrump Massive budget deficit due to the tax cut you gave yourself #GOPTaxScam"
"Edmonton","1117128151170211847",2019-04-13 18:11:21,"@GCW_69 Yeah, no. Cutting social programs and health care while giving massive tax cuts to the top end of society in roughly the same amount is not, nor has it ever really been, about addressing fiscal issues."
"Shrewsbury, MO","1117128118177869824",2019-04-13 18:11:13,"Please listen to the voters who supported you!  Subpoena the full Mueller Report and the tax returns! @SpeakerPelosi  @RepJerryNadler  
###NeverVoteRepublican https://t.co/TcHFrpUpi4"
"Frankfort, Ky","1117128110670008320",2019-04-13 18:11:11,"@RepJerryNadler But you advocate spending tax dollars to house them along the border. What’s the difference other than location?"
"Denver, CO","1117128091439124480",2019-04-13 18:11:06,"@AndrewYang does your proposal for a VAT to pay for UBI erase current  US sales tax?"
"Norfolk County, Ontario Canada","1117086092036014080",2019-04-13 15:24:13,"@Shawridgefarm @Lyonseed @LMcLachlan60 @notrunningfast @modernfarmer I agree...always thought it would be in the best interest of any private company to show the tax in the price of anything they're selling."
"Norfolk County, Ontario Canada","1117128076595478528",2019-04-13 18:11:03,"@notrunningfast @Shawridgefarm @modernfarmer @Lyonseed @LMcLachlan60 Think the biggest issue is how inefficient our tax dollars are used by all levels of gov't."
"Omaha NE","1117128075475599367",2019-04-13 18:11:03,"In quest for property tax relief, state senators zero in on sales tax exemptions for candy, pop, bottled water. Exemptions likely to remain for hair cuts, zoo admission. Sales tax hike also being eyed, @PaulHammelOWH reports. 
https://t.co/EzoU9NJKit"
"Ohio","1117128072241795074",2019-04-13 18:11:02,"The average refund in the state was $2,776, based on 24/7 Wall St.’s examination of 2017 IRS Data Book numbers. https://t.co/my5U7ISkb5"
"Lodi, NJ","1117128026423267331",2019-04-13 18:10:51,"@Knotmyaccount @AOC I see 04/10/19 came and went and no tax returns. So you keep siding with the Democrats and see what it gets you. Nothing, absolutely nothing. You JO."
"Austin, TX","1117128017585823744",2019-04-13 18:10:49,"Things like this are why I feel like free markets without any sort of carbon tax or regulation can't solve climate change. Seems like advanced energy technology will just decrease the cost of resource extraction https://t.co/MF7MijFpax"
"San Diego, CA","1117127983087534080",2019-04-13 18:10:41,"@Beirutspring @dhh Read it! Skimmed over some parts but the realest policy proposal was this ""I think we certainly need to consider a higher marginal tax rate for top income earners"" There's this analysis viewpoint with caveats but little real policy and conviction.. I'm biased of course <U+0001F61D>"
"Illinois, USA","1117127974057402368",2019-04-13 18:10:38,"@realDonaldTrump #WeDontBelieveYou There's no open borders policy, they just don't want a stupid, useless wall that Mexico won't pay for and we can't afford. Especially when you're giving tax breaks to the wealthy and trying to cut Medicare, Medicaid, food stamps, &amp; S.S.
#FakeNationalEmergency"
"Illinois, USA","1117127968135045122",2019-04-13 18:10:37,"For the U.S. POTUS &amp; VPOTUS, an audit is guaranteed every year.

The practice of doing a ""mandatory examination"" of the presidential and vice presidential tax returns has been in the Internal Revenue Manual since the Watergate era, according to the IRS.

https://t.co/GgQI9XUnEM"
"Waldorf, MD","1117127952343478272",2019-04-13 18:10:33,"Spelling Out Where Your Federal Tax Dollars Go | Wisconsin Public Radio https://t.co/y770lOhCTX"
"Waldorf, MD","1117071519501430784",2019-04-13 14:26:19,"Feds make it more expensive for taxpayers to contribute to their communities. https://t.co/VP11XvOpKJ # via @HuffPostPol"
"Waldorf, MD","1117071599927275521",2019-04-13 14:26:38,"11 Million Taxpayers Losing $323 Billion In Deductions In Trump Tax Hit | HuffPost https://t.co/bz7HhLlHCw"
"Grand Rapids, MI, USA","1117127938846150657",2019-04-13 18:10:30,"Explainer: What is the Earned Income Tax Credit (EITC)? https://t.co/TTFS2VkswD https://t.co/G3HGZlRYa3"
"Grand Rapids, MI, USA","1117082641331884034",2019-04-13 15:10:30,"Western governments now spend tax dollars to influence young women to study for careers in STEM – and are likely doing those women no favors in the process. https://t.co/ujOlsueGKH https://t.co/Go5b9OklTH"
"Scottsdale, AZ","1117127937030074370",2019-04-13 18:10:30,"$30M+ has been raised since the launch of our #OpportunityZone Fund in Q4 2018. Learn more about what's happened so far &amp; what's ahead -https://t.co/duxpPUsukx

#OpportunityZoneFund #OpportunityZones #Investing #Tax #CapitalGains"
"Oregon, USA","1117127932390985728",2019-04-13 18:10:28,"@realDonaldTrump This Trump Tweet is just another of his strong arm tactics and warnings to Barr. The full Mueller report will not be released or heavily redacted if it is. Trump will never allow the public to see anything that might place him in any bad but real light, ala, his tax returns!"
"Nebraska","1117127923201400833",2019-04-13 18:10:26,"Every Building on Every Block: A Time Capsule of 1930s New York https://t.co/vI9Yofo7zr{{https://t.co/2TpCKzVMwa}}&amp;adset_name={{https://t.co/sg0RWMp3Tr}}&amp;campaign_id={{https://t.co/snZN6EH4Gz}}&amp;ad-keywords=auddevgate&amp;subid1=TAFI"
"Texas","1117127912904372224",2019-04-13 18:10:24,"@SpeakerPelosi So why are YOU with Obama in Germany? Stop wasting tax payers money and do your damn job!"
"Logan Square","1117127909506994178",2019-04-13 18:10:23,"David de gea ill give you my entire tax refund if you stay its only 1536 dollars but come on"
